id,set_id,localId,name,set_name,grade,price,sold_date,title,set_phrase_from_title,set_match_name,set_match_score
swsh12.5-GG22,swsh12.5,GG22,Ditto,Crown Zenith,ACE 10,£124.99,Sold 1 Apr 2026,ACE 10 - Ditto - GG22/GG70 - Crown Zenith Galarian Gallery - Pokemon TCG,- Crown Zenith Galarian,Crown Zenith,0.727
sv03-199,sv03,199,Ninetales,Obsidian Flames,ACE 9,£40.01,Sold 1 Apr 2026,ACE 9 Ninetales 199/197 Sv03: Obsidian Flames Holo,Sv03: Obsidian Flames Holo,Obsidian Flames,0.75
swsh12.5-GG56,swsh12.5,GG56,Hisuian Zoroark VSTAR,Crown Zenith,ACE 10,£67.26,Sold 1 Apr 2026,Pokemon TCG Hisuian Zoroark VSTAR GG56/GG70 Crown Zenith Ace 10 Perfect Subgrade,Crown Zenith Ace 10,Crown Zenith,0.774
sv03-223,sv03,223,Charizard ex,Obsidian Flames,ACE 9,£88.00,Sold 1 Apr 2026,Charizard 223/197 Obsidian Flames Ace 9,Obsidian Flames Ace 9,Obsidian Flames,0.833
me02.5-269,me02.5,269,Mega Gengar ex,Ascended Heroes,ACE 10,£151.50,Sold 1 Apr 2026,Mega Gengar Ex 269/217 Ascended Heroes ACE 10 (Perfect Subgrades) Pokemon Card,Ascended Heroes ACE 10,Ascended Heroes,0.811
me02-105,me02,105,Wigglytuff,Phantasmal Flames,ACE 10,£33.98,Sold 1 Apr 2026,Wigglytuff 105/094 Me02: Phantasmal Flames Holo Pokemon Card ACE 10,Me02: Phantasmal Flames Holo,Phantasmal Flames,0.773
sv10.5b-169,sv10.5b,169,Genesect ex,Black Bolt,ACE 10,£42.50,Sold 1 Apr 2026,Pokemon TCG - Genesect ex - 169/086 - Black Bolt - Ace 10,- Black Bolt -,Black Bolt,1.0
sv09-172,sv09,172,Iono's Bellibolt ex,Journey Together,ACE 10,£29.99,Sold 1 Apr 2026,Iono’s Bellibolt 172/159 – Journey Together (2025) – ACE 10 GEM MINT,– Journey Together (),Journey Together,1.0
sv06-176,sv06,176,Cramorant,Twilight Masquerade,ACE 10,£31.90,Sold 1 Apr 2026,Cramorant Illustration Rare 176/167 Twilight Masquerade Rare Card ACE 10,Twilight Masquerade Rare Card,Twilight Masquerade,0.792
sv08-195,sv08,195,Castform Sunny Form,Surging Sparks,ACE 10,£31.90,Sold 1 Apr 2026,Pokémon TCG Castform Sunny Form Card 195/191 Surging Sparks Holo IR Ace 10,Surging Sparks Holo IR,Surging Sparks,0.778
sv10.5b-165,sv10.5b,165,Kyurem ex,Black Bolt,ACE 10,£69.00,Sold 1 Apr 2026,Ace 10 Kyurem EX 165/086 Black Bolt English - Pokemon TCG - Gem Mint,Black Bolt English -,Black Bolt,0.714
sv01-199,sv01,199,Tarountula,Scarlet & Violet,ACE 10,£999.00,Sold 1 Apr 2026,Pokémon Charizard EX 199/165 Scarlet & Violet 151 ACE 10 PERFECT SUBGRADES,Scarlet & Violet 151,Scarlet & Violet,0.882
sv10-208,sv10,208,Team Rocket's Moltres ex,Destined Rivals,ACE 10,£35.00,Sold 1 Apr 2026,Team Rocket's Moltres EX 208/182 Secret Rare Destined Rivals ACE 10 Perfect Subs,Secret Rare Destined Rivals,Destined Rivals,0.714
me01-155,me01,155,Mega Venusaur ex,Mega Evolution,ACE 10,£39.13,Sold 1 Apr 2026,PERFECT SUBGRADES M Venusaur Ex SR 155/132 Mega Evolution Ace 10,Mega Evolution Ace 10,Mega Evolution,0.8
sv09-187,sv09,187,Salamence ex,Journey Together,ACE 10,£94.30,Sold 1 Apr 2026,Salamence Ex 187/159 Journey Together Ace 10,Journey Together Ace 10,Journey Together,0.821
me02-126,me02,126,Rotom ex,Phantasmal Flames,ACE 10,£40.00,Sold 1 Apr 2026,Rotom EX 126/094 Phantasmal Flames ACE 10,Phantasmal Flames ACE 10,Phantasmal Flames,0.829
swsh11-TG20,swsh11,TG20,Crobat V,Lost Origin,ACE 10,£38.00,Sold 1 Apr 2026,Pokémon TCG Crobat v TG20/TG30 Lost Origin Set Ace 10 Graded,Lost Origin Set Ace,Lost Origin,0.733
sv04-227,sv04,227,Toxtricity ex,Paradox Rift,ACE 9,£10.00,Sold 1 Apr 2026,Pokemon TCG Ace 9 Mint Toxtricity EX #227/182 Paradox Rift 2023,Paradox Rift,Paradox Rift,1.0
sv09-176,sv09,176,Hop's Zacian ex,Journey Together,ACE 10,£30.00,Sold 1 Apr 2026,Pokemon TCG - Hop's Zacian ex 176/159 Journey Together - Ace 10 Graded,Journey Together - Ace,Journey Together,0.865
me02-106,me02,106,Meowth,Phantasmal Flames,ACE 10,£57.90,Sold 1 Apr 2026,Pokémon TCG Meowth 106/094 Phantasmal Flames Ace 10 Gem Mint perfect sub grades,Phantasmal Flames Ace 10,Phantasmal Flames,0.829
ecard1-132,ecard1,132,Squirtle,Expedition Base Set,ACE 10,£208.70,Sold 1 Apr 2026,Squirtle 132/165 Expedition ACE 10 Gem Mint Graded Pokemon Card,Expedition ACE 10 Gem,Expedition Base Set,0.75
base4-38,base4,38,Dratini,Base Set 2,ACE 9,£52.00,Sold 1 Apr 2026,"Poliwhirl 038/102 Base Set, ACE 9 LABEL, low pop graded TCG. Mint, vintage card.","Base Set, ACE 9",Base Set 2,0.75
sv04-251,sv04,251,Roaring Moon ex,Paradox Rift,ACE 9,£37.10,Sold 1 Apr 2026,Pokemon TCG Roaring Moon EX 251/182 Paradox Rift Graded Ace 9 SIR,Paradox Rift Graded Ace,Paradox Rift,0.686
me02.5-280,me02.5,280,Lillie's Clefairy ex,Ascended Heroes,ACE 10,£208.70,Sold 1 Apr 2026,2026 Pokemon TCG Lillie’s Clefairy EX 280/217 SIR Ascended Heroes ACE 10,SIR Ascended Heroes ACE,Ascended Heroes,0.789
sv03-228,sv03,228,Charizard ex,Obsidian Flames,ACE 10,£109.90,Sold 1 Apr 2026,"Charizard EX 228/197 Obsidian Flames Graded ACE 10 GEM MINT, 691444",Obsidian Flames Graded ACE,Obsidian Flames,0.732
sm12-226,sm12,226,Mega Lopunny & Jigglypuff GX,Cosmic Eclipse,ACE 10,£420.00,Sold 1 Apr 2026,Mega Lopunny & Jigglypuff GX 226/236 Pokemon Cosmic Eclispe Tag Team ACE 10,Pokemon Cosmic Eclispe Tag,Cosmic Eclipse,0.65
sv06-214,sv06,214,Greninja ex,Twilight Masquerade,ACE 9,£229.99,Sold 1 Apr 2026,Pokémon TCG Greninja EX Sir 214/167 Ace 9 Twilight Masquerade,Ace 9 Twilight Masquerade,Twilight Masquerade,0.864
me02-111,me02,111,Rotom ex,Phantasmal Flames,ACE 10,£20.13,Sold 1 Apr 2026,Rotom EX - 111/094 - Phantasmal Flames - SR - ACE 10 Gem Mint,- Phantasmal Flames -,Phantasmal Flames,1.0
sv08.5-059,sv08.5,59,Umbreon,Prismatic Evolutions,ACE 10,£195.99,Sold 27 Mar 2026,Pokémon TCG Umbreon Master Ball 059/131 Prismatic Evolutions ACE 10 PERFECT SUB,Prismatic Evolutions ACE 10,Prismatic Evolutions,0.851
sv10.5b-172,sv10.5b,172,Zekrom ex,Black Bolt,ACE 10,£455.49,Sold 1 Apr 2026,Zekrom ex 172/086 - English Black Bolt ACE 10 - Perfect Sub Grades,- English Black Bolt,Black Bolt,0.714
sv10-239,sv10,239,Ethan's Ho-Oh ex,Destined Rivals,ACE 10,£44.90,Sold 1 Apr 2026,Ethans Ho-Oh EX Hyper Rare Gold Card 239/182 Destined Rivals - Gem Mint Ace 10,Destined Rivals - Gem,Destined Rivals,0.857
swsh12.5-GG10,swsh12.5,GG10,Mew,Crown Zenith,ACE 9,£61.02,Sold 1 Apr 2026,Mew GG10/GG70 | Crown Zenith Galarian Gallery | Ace 9 | Pokemon TCG,| Crown Zenith Galarian,Crown Zenith,0.727
me02.5-280,me02.5,280,Lillie's Clefairy ex,Ascended Heroes,ACE 10,£195.20,Sold 1 Apr 2026,2026 Pokemon TCG Lillie’s Clefairy EX 280/217 SIR Ascended Heroes ACE 10,SIR Ascended Heroes ACE,Ascended Heroes,0.789
me02-097,me02,97,Dewgong,Phantasmal Flames,ACE 10,£29.99,Sold 1 Apr 2026,ACE 10 Dewgong 097/094 Illustration Rare Phantasmal Flames Pokemon Card,Illustration Rare Phantasmal Flames,Phantasmal Flames,0.654
sv10.5b-164,sv10.5b,164,Serperior ex,Black Bolt,ACE 9,£34.68,Sold 1 Apr 2026,Serperior EX 164/086 SIR black bolt Ace 9,SIR black bolt Ace,Black Bolt,0.714
sv01-199,sv01,199,Tarountula,Scarlet & Violet,ACE 10,£850.00,Sold 1 Apr 2026,Charizard EX 199/165 Scarlet & Violet 151 Series ACE 10 GEM MINT Pokemon Card,Scarlet & Violet 151,Scarlet & Violet,0.882
me02.5-281,me02.5,281,Team Rocket's Mewtwo ex,Ascended Heroes,ACE 10,£414.70,Sold 31 Mar 2026,Team Rocket's Mewtwo ex 281/217 SIR Ascended Heroes Ace 10 *Perfect Substats*,SIR Ascended Heroes Ace,Ascended Heroes,0.789
swsh8-114,swsh8,114,Mew VMAX,Fusion Strike,ACE 10,£59.95,Sold 31 Mar 2026,ACE 10 Mew VMAX 114/264 Fusion Strike Holo Pokemon Card - Gem Mint,Fusion Strike Holo Pokemon,Fusion Strike,0.667
swsh12.5-GG38,swsh12.5,GG38,Suicune V,Crown Zenith,ACE 10,£95.00,Sold 27 Mar 2026,Pokemon Ace 10 Gem Mint Card Suicune v GG38/GG70 Crown Zenith Perfect Sub Grades,Crown Zenith Perfect Sub,Crown Zenith,0.667
me02.5-269,me02.5,269,Mega Gengar ex,Ascended Heroes,ACE 10,£115.10,Sold 31 Mar 2026,Mega Gengar EX 269/217 Pokémon TCG Ascended Heroes ACE 10 PERFECT SUBS,Pokémon TCG Ascended Heroes,Ascended Heroes,0.732
swsh3.5-79,swsh3.5,79,Charizard V,Champion's Path,ACE 10,£295.00,Sold 31 Mar 2026,Charizard V Shiny Full Art 079/073 Pokemon Champions Path Ace 10,Pokemon Champions Path Ace,Champion's Path,0.7
sv01-216,sv01,216,Sandile,Scarlet & Violet,ACE 9,£17.22,Sold 31 Mar 2026,ACE 9 Sandile 216/198 IR Scarlet & Violet 2023 Pokemon,IR Scarlet & Violet,Scarlet & Violet,0.909
sv03-210,sv03,210,Eiscue ex,Obsidian Flames,ACE 9,£17.00,Sold 31 Mar 2026,Pokemon Card Eiscue EX 210/197 Obsidian Flames MINT ACE 9 Off Centre,Obsidian Flames MINT ACE,Obsidian Flames,0.769
me02.5-152,me02.5,152,Mega Dragonite ex,Ascended Heroes,ACE 9,£12.94,Sold 31 Mar 2026,Pokémon TCG - Mega Dragonite EX 152/217 - Ascended Heroes - Double Rare - Ace 9,- Ascended Heroes -,Ascended Heroes,1.0
sv10-240,sv10,240,Team Rocket's Mewtwo ex,Destined Rivals,ACE 10,£95.00,Sold 31 Mar 2026,Team Rockets Mewtwo EX 240/182 Ace 10 Destined Rivals,Ace 10 Destined Rivals,Destined Rivals,0.811
sv10.5b-102,sv10.5b,102,Simipour,Black Bolt,ACE 9,£16.15,Sold 31 Mar 2026,Simipour - 102/086 - Black Bolt - IR - ACE 9 Mint,- Black Bolt -,Black Bolt,1.0
me02-125,me02,125,Mega Charizard X ex,Phantasmal Flames,ACE 10,"£1,025.68",Sold 31 Mar 2026,ACE 10 - Mega Charizard X ex - 125/094 - Phantasmal Flames - Pokemon,- Phantasmal Flames -,Phantasmal Flames,1.0
sv04-199,sv04,199,Groudon,Paradox Rift,ACE 9,£66.08,Sold 31 Mar 2026,Groudon 199/182 Paradox Rift IR ACE 9 Mint Graded Pokemon TCG,Paradox Rift IR ACE,Paradox Rift,0.774
sv10.5b-171,sv10.5b,171,Victini,Black Bolt,ACE 10,£30.00,Sold 31 Mar 2026,Ace 10 Gem Mint Excadrill EX 171/086 SAR SV11B Black Bolt Japanese Pokemon TCG,SAR SV11B Black Bolt,Black Bolt,0.667
det1-7,det1,7,Psyduck,Detective Pikachu,ACE 10,£54.99,Sold 31 Mar 2026,ACE 10 Charizard GX Pokemon 007/024 JPN Detective Pikachu #007 2019 PERFECT SUBS,JPN Detective Pikachu #007,Detective Pikachu,0.81
sv01-210,sv01,210,Drowzee,Scarlet & Violet,ACE 9,£36.99,Sold 31 Mar 2026,Pokemon TCG: Drowzee 210/198 SV Scarlet & Violet IR - Ace 9,SV Scarlet & Violet,Scarlet & Violet,0.909
sv08.5-161,sv08.5,161,Umbreon ex,Prismatic Evolutions,ACE 10,"£1,799.99",Sold 31 Mar 2026,Pokémon TCG Umbreon 161/131 Prismatic Evolutions Ace 10 Perfect Sub Grades,Prismatic Evolutions Ace 10,Prismatic Evolutions,0.851
sv03-223,sv03,223,Charizard ex,Obsidian Flames,ACE 10,£274.99,Sold 31 Mar 2026,Charizard EX 223/197 Obsidian Flames - ACE 10 GEM MINT,Obsidian Flames - ACE,Obsidian Flames,0.857
sv10.5b-170,sv10.5b,170,N's Plan,Black Bolt,ACE 10,£52.70,Sold 31 Mar 2026,N’s Plan 170/086 Black Bolt Ace 10 Gem Mint SIR (Perfect sub grades),Black Bolt Ace 10,Black Bolt,0.741
swsh7-212,swsh7,212,Sylveon VMAX,Evolving Skies,ACE 10,£384.10,Sold 31 Mar 2026,Pokémon TCG Sylveon VMAX 212/203 Evolving Skies Secret Rare Card ACE 10,Evolving Skies Secret Rare,Evolving Skies,0.7
swsh12-211,swsh12,211,Lugia VSTAR,Silver Tempest,ACE 9,£26.04,Sold 31 Mar 2026,Lugia VSTAR Gold Full Art 211/195 Silver Tempest Graded Ace 9 Pokemon Card Eng,Silver Tempest Graded Ace,Silver Tempest,0.718
cel25-17,cel25,17,Groudon,Celebrations,ACE 10,£168.99,Sold 31 Mar 2026,Pokémon TCG Umbreon Gold Star 17/17 Celebrations Ace 10,Celebrations Ace 10,Celebrations,0.774
sv10-216,sv10,216,Team Rocket's Nidoking ex,Destined Rivals,ACE 10,£39.99,Sold 31 Mar 2026,ACE 10 GEM MINT Nidoking 216/182 Destined Rivals,Destined Rivals,Destined Rivals,1.0
me02-106,me02,106,Meowth,Phantasmal Flames,ACE 10,£65.00,Sold 31 Mar 2026,Meowth 106/094 Phantasmal Flames ACE 10 - Perfect Sub Grades - Pokemon TCG,Phantasmal Flames ACE 10,Phantasmal Flames,0.829
sv07-148,sv07,148,Squirtle,Stellar Crown,ACE 9,£75.08,Sold 31 Mar 2026,Squirtle 148/142 ACE 9 Stellar Crown Illustration Rare,ACE 9 Stellar Crown,Stellar Crown,0.812
me02-105,me02,105,Wigglytuff,Phantasmal Flames,ACE 10,£31.99,Sold 31 Mar 2026,Wigglytuff 105/094 Me02: Phantasmal Flames Holo - Pokemon TCG Ace 10,Me02: Phantasmal Flames Holo,Phantasmal Flames,0.773
me02-106,me02,106,Meowth,Phantasmal Flames,ACE 10,£71.08,Sold 31 Mar 2026,Pokémon TCG Meowth 106/094 Illustration Rare Phantasmal Flames ACE 10 Gem Mint,Illustration Rare Phantasmal Flames,Phantasmal Flames,0.654
sv10-198,sv10,198,Team Rocket's Orbeetle,Destined Rivals,ACE 10,£63.10,Sold 31 Mar 2026,Pokemon TCG - Team Rockets Orbeetle - Ace 10 198/182 - Destined Rivals,- Destined Rivals,Destined Rivals,1.0
me01-155,me01,155,Mega Venusaur ex,Mega Evolution,ACE 10,£36.04,Sold 31 Mar 2026,Pokémon TCG Mega Venusaur Ex 155/132 Mega Evolutions Ace 10 Perfect Subgrades,Mega Evolutions Ace 10,Mega Evolution,0.778
me01-162,me01,162,Mega Mawile ex,Mega Evolution,ACE 10,£31.90,Sold 31 Mar 2026,ACE 10 Mega Mawile Ex 162/132 Full Art Mega Evolutions English Pokemon TCG,Full Art Mega Evolutions,Mega Evolution,0.737
me02-128,me02,128,Mega Lopunny ex,Phantasmal Flames,ACE 10,£36.99,Sold 31 Mar 2026,Mega Lopunny 128/094 Me02: Phantasmal Flames Holo ACE 10 Pokemon Card,Me02: Phantasmal Flames Holo,Phantasmal Flames,0.773
me02-106,me02,106,Meowth,Phantasmal Flames,ACE 10,£50.00,Sold 31 Mar 2026,Meowth 106/091 Illustration Rare Phantasmal Flames 2025 Pokemon Card ACE 10 Mint,Illustration Rare Phantasmal Flames,Phantasmal Flames,0.654
me02-101,me02,101,Flygon,Phantasmal Flames,ACE 10,£30.00,Sold 31 Mar 2026,Flygon 101/094 Me02: Phantasmal Flames Holo - Ace 10 - Perfect Subgrades,Me02: Phantasmal Flames Holo,Phantasmal Flames,0.773
me01-177,me01,177,Mega Venusaur ex,Mega Evolution,ACE 10,£156.70,Sold 31 Mar 2026,Mega Venusaur EX 177/132 SIR | Mega Evolution | ACE 10 💎 PERFECT SUBS 💎,SIR | Mega Evolution,Mega Evolution,0.848
sv10-186,sv10,186,Crustle,Destined Rivals,ACE 9,£15.08,Sold 31 Mar 2026,Crustle 186/182 Sv10: Destined Rivals Holo - ACE 9,Sv10: Destined Rivals Holo,Destined Rivals,0.75
sv01-212,sv01,212,Kirlia,Scarlet & Violet,ACE 9,£30.00,Sold 31 Mar 2026,ACE 9 - Kirlia - 212/198 - Scarlet & Violet - Pokemon,- Scarlet & Violet,Scarlet & Violet,1.0
swsh4.5-SV111,swsh4.5,SV111,Lapras VMAX,Shining Fates,ACE 10,£42.30,Sold 31 Mar 2026,Pokémon TCG Ace 10 Gem Mint Lapras VMAX SV111/SV122 Full Art 2021 Shining Fates,Full Art Shining Fates,Shining Fates,0.743
me02-101,me02,101,Flygon,Phantasmal Flames,ACE 10,£30.00,Sold 31 Mar 2026,Pokemon Flygon 101/094 Me02: Phantasmal Flames Holo - Ace 10,Me02: Phantasmal Flames Holo,Phantasmal Flames,0.773
me02-102,me02,102,Paldean Wooper,Phantasmal Flames,ACE 10,£26.00,Sold 31 Mar 2026,Pokemon Paldean Wooper 102/094 Me02: Phantasmal Flames Holo - Ace 10,Me02: Phantasmal Flames Holo,Phantasmal Flames,0.773
me02-103,me02,103,Toxtricity,Phantasmal Flames,ACE 10,£26.00,Sold 31 Mar 2026,Toxtricity 103/094 Phantasmal Flames - ACE 10 Perfect Sub Grades Pokémon TCG,Phantasmal Flames - ACE,Phantasmal Flames,0.872
me02-125,me02,125,Mega Charizard X ex,Phantasmal Flames,ACE 10,"£1,100.00",Sold 31 Mar 2026,Mega Charizard x EX 125/094 Me02: Phantasmal Flames Holo Ace 10 Perfect Subs,Me02: Phantasmal Flames Holo,Phantasmal Flames,0.773
me01-155,me01,155,Mega Venusaur ex,Mega Evolution,ACE 10,£40.00,Sold 31 Mar 2026,Ace 10 Mega Venusaur Ex Secret Rare 155/132 Mega Evolution,Mega Evolution,Mega Evolution,1.0
sv10-229,sv10,229,Team Rocket's Moltres ex,Destined Rivals,ACE 10,£130.70,Sold 31 Mar 2026,Team Rocket's Moltres ex 229/182 SIR Destined Rivals Stamped UPC Promo Ace 10,SIR Destined Rivals Stamped,Destined Rivals,0.714
sv10-194,sv10,194,Misty's Lapras,Destined Rivals,ACE 10,£93.99,Sold 31 Mar 2026,Misty's Lapras 194/182 Destined Rivals - Pokémon TCG Illustration Rare - Ace 10,Destined Rivals - Pokémon,Destined Rivals,0.789
me02.5-268,me02.5,268,Mega Hawlucha ex,Ascended Heroes,ACE 9,£21.50,Sold 31 Mar 2026,Mega Hawlucha Ex 268/217 Ascended Heroes Mega Attack Pokemon TCG ACE 9,Ascended Heroes Mega Attack,Ascended Heroes,0.714
sv10-233,sv10,233,Team Rocket's Nidoking ex,Destined Rivals,ACE 10,£135.90,Sold 31 Mar 2026,Pokemon Nidoking EX Team Rockets 233/182 Sir Destined Rivals Ace 10,Sir Destined Rivals Ace,Destined Rivals,0.789
sv03-130,sv03,130,Umbreon,Obsidian Flames,ACE 9,£15.00,Sold 31 Mar 2026,Pokemon TCG Umbreon 130/197 - Obsidian Flames Stamped Trick Or Treat ACE 9,- Obsidian Flames Stamped,Obsidian Flames,0.789
me02.5-248,me02.5,248,Drakloak,Ascended Heroes,ACE 10,£30.22,Sold 31 Mar 2026,Drakloak 248/217 Ascended Heroes ACE 10 Illustration Rare Perfect Subgrades,Ascended Heroes ACE 10,Ascended Heroes,0.811
me02-106,me02,106,Meowth,Phantasmal Flames,ACE 10,£59.54,Sold 31 Mar 2026,Meowth 106/094 Me02: Phantasmal Flames Holo Ace10 with green slab guard,Me02: Phantasmal Flames Holo,Phantasmal Flames,0.773
sv09-185,sv09,185,N's Zoroark ex,Journey Together,ACE 10,£59.99,Sold 31 Mar 2026,Pokemon TCG N's Zoroark ex Card 185/159 | Journey Together | Graded - ACE 10,| Journey Together |,Journey Together,1.0
sv08-209,sv08,209,Skarmory,Surging Sparks,ACE 10,£41.26,Sold 31 Mar 2026,Pokemon Graded Slab - Skarmory 209/191 IR Surging Sparks - ACE 10 GEM MINT {424},IR Surging Sparks -,Surging Sparks,0.903
me02.5-238,me02.5,238,Team Rocket's Mimikyu,Ascended Heroes,ACE 10,£78.00,Sold 31 Mar 2026,Ace 10 Team Rocket’s Mimikyu 238/217 Ascended Heroes - Pokemon TCG - Gem Mint,Ascended Heroes - Pokemon,Ascended Heroes,0.769
sv10-230,sv10,230,Ethan's Ho-Oh ex,Destined Rivals,ACE 10,£214.99,Sold 31 Mar 2026,Pokemon TCG: Ethan's Ho-oh Ex 230/182 - Destined Rivals - Ace 10 Perfect Subs,- Destined Rivals -,Destined Rivals,1.0
me02.5-274,me02.5,274,Mega Feraligatr ex,Ascended Heroes,ACE 10,£167.10,Sold 31 Mar 2026,Mega Feraligatr Ex 274/217 Sir Ascended Heroes Pokemon Tcg ACE 10,Sir Ascended Heroes Pokemon,Ascended Heroes,0.714
sv10.5w-161,sv10.5w,161,Hydreigon ex,White Flare,ACE 9,£13.07,Sold 31 Mar 2026,Pokémon TCG - HYDREIGON ex 161/086 - White Flare - ACE 9 Mint,- White Flare -,White Flare,1.0
me02-125,me02,125,Mega Charizard X ex,Phantasmal Flames,ACE 10,"£1,100.00",Sold 31 Mar 2026,Mega Charizard x Ex 125/094 Phantasmal Flames SIR - ACE 10 *PERFECT SUBGRADES*,Phantasmal Flames SIR -,Phantasmal Flames,0.895
sv04-211,sv04,211,Aipom,Paradox Rift,ACE 9,£33.97,Sold 31 Mar 2026,Aipom ACE 9 GEM MINT - 211/182 - Paradox Rift - Pokemon Illustration Rare Card,- Paradox Rift -,Paradox Rift,1.0
me02-125,me02,125,Mega Charizard X ex,Phantasmal Flames,ACE 10,"£1,059.99",Sold 31 Mar 2026,Mega Charizard x Ex 125/094 Phantasmal Flames SIR - ACE 10,Phantasmal Flames SIR -,Phantasmal Flames,0.895
swsh12-186,swsh12,186,Lugia V,Silver Tempest,ACE 10,£674.80,Sold 31 Mar 2026,Pokemon Card | Ace 10 Lugia V 186/195 English Silver Tempest Alt Art Graded,English Silver Tempest Alt,Silver Tempest,0.7
sv08.5-023,sv08.5,23,Vaporeon ex,Prismatic Evolutions,ACE 10,£45.16,Sold 31 Mar 2026,Pokémon TCG Vaporeon EX 023/131 Prismatic Evolutions ACE 10,Prismatic Evolutions ACE 10,Prismatic Evolutions,0.851
sv02-258,sv02,258,Skeledirge ex,Paldea Evolved,ACE 10,£52.70,Sold 31 Mar 2026,Skeledirge ex 258/193 Sv02: Paldea Evolved Holo ACE 10,Sv02: Paldea Evolved Holo,Paldea Evolved,0.737
sv10.5b-161,sv10.5b,161,Genesect ex,Black Bolt,ACE 10,£29.00,Sold 31 Mar 2026,Zekrom EX 161/086 SR - Black Bolt JPN Pokémon TCG – ACE 10 Gem Mint,SR - Black Bolt,Black Bolt,0.833
me02-106,me02,106,Meowth,Phantasmal Flames,ACE 9,£29.70,Sold 31 Mar 2026,Pokemon TCG - Meowth 106/094 - Phantasmal Flames - ACE 9,- Phantasmal Flames -,Phantasmal Flames,1.0
me02-125,me02,125,Mega Charizard X ex,Phantasmal Flames,ACE 10,"£1,025.68",Sold 31 Mar 2026,ACE 10 🔥MEGA CHARIZARD X EX🔥🌟🌟 125/094 Phantasmal Flames,Phantasmal Flames,Phantasmal Flames,1.0
sv03-205,sv03,205,Scizor,Obsidian Flames,ACE 8,£14.01,Sold 31 Mar 2026,Pokemon Scizor 205/197 Obsidian Flames Graded Ace 8 NM MT,Obsidian Flames Graded Ace,Obsidian Flames,0.732
sv05-176,sv05,176,Arbok,Temporal Forces,ACE 10,£47.71,Sold 31 Mar 2026,Pokemon TCG - Arbok 176/162 - Temporal Forces IR - Graded - ACE 10,- Temporal Forces IR,Temporal Forces,0.909
sv01-194,sv01,194,Switch,Scarlet & Violet,ACE 10,£104.70,Sold 31 Mar 2026,Bill’s Transfer 194/165 - Scarlet & Violet 151 - ACE 10,- Scarlet & Violet,Scarlet & Violet,1.0
sv08.5-167,sv08.5,167,Eevee ex,Prismatic Evolutions,ACE 9,£104.70,Sold 31 Mar 2026,Pokemon Eevee EX 167/131 Prismatic Evolutions SIR Ace 9 Graded Mint,Prismatic Evolutions SIR Ace,Prismatic Evolutions,0.833
swsh9-TG02,swsh9,TG02,Vaporeon,Brilliant Stars,ACE 10,£89.10,Sold 31 Mar 2026,Pokemon Vaporeon TCG TG02/TG30 Brilliant Stars Trainer Gallery Ace 10,Brilliant Stars Trainer Gallery,Brilliant Stars,0.652
swsh7-51,swsh7,51,Jolteon VMAX,Evolving Skies,ACE 10,£60.00,Sold 31 Mar 2026,Jolteon VMAX 051/203 Evolving Skies Holo - ACE 10 GEM MINT Perfect Subgrades,Evolving Skies Holo -,Evolving Skies,0.848
sv10-208,sv10,208,Team Rocket's Moltres ex,Destined Rivals,ACE 10,£44.90,Sold 31 Mar 2026,Ace 10 Pokémon TCG Team Rocket's Moltres EX 208/182 Stamped Destined Rivals,Stamped Destined Rivals,Destined Rivals,0.789
me02.5-266,me02.5,266,Mega Eelektross ex,Ascended Heroes,ACE 10,£31.90,Sold 31 Mar 2026,Mega Eelektross Ex 266/217 Ascended Heroes Mega Attack Rare ACE 10 PERFECT SUBS,Ascended Heroes Mega Attack,Ascended Heroes,0.714
sv10-230,sv10,230,Ethan's Ho-Oh ex,Destined Rivals,ACE 10,£240.00,Sold 31 Mar 2026,Ethans Ho-Oh EX 230/182 Destined Rivals ACE 10 -Perfect Sub Grade🔥,Destined Rivals ACE 10,Destined Rivals,0.811
sv10-229,sv10,229,Team Rocket's Moltres ex,Destined Rivals,ACE 10,£120.30,Sold 31 Mar 2026,Team Rocket's Moltres ex SIR | 229/182 Destined Rivals UPC Stamped | ACE 10 💎🔟,Destined Rivals UPC Stamped,Destined Rivals,0.714
sv10-194,sv10,194,Misty's Lapras,Destined Rivals,ACE 10,£89.99,Sold 31 Mar 2026,Misty's Lapras 194/182 Destined Rivals - Pokémon TCG Illustration Rare - Ace 10,Destined Rivals - Pokémon,Destined Rivals,0.789
swsh12.5-GG10,swsh12.5,GG10,Mew,Crown Zenith,ACE 9,£50.10,Sold 31 Mar 2026,Pokémon TCG Mew GG10/GG70 Crown Zenith Ace 9,Crown Zenith Ace 9,Crown Zenith,0.8
me02.5-269,me02.5,269,Mega Gengar ex,Ascended Heroes,ACE 9,£42.30,Sold 31 Mar 2026,Pokémon TCG Mega Gengar ex 269/217 – Ascended Heroes – Mega Attack Rare – ACE 9,– Ascended Heroes –,Ascended Heroes,1.0
me02-106,me02,106,Meowth,Phantasmal Flames,ACE 10,£57.89,Sold 31 Mar 2026,Pokémon TCG Meowth 106/094 Illustration Rare Phantasmal Flames ACE 10 Gem Mint,Illustration Rare Phantasmal Flames,Phantasmal Flames,0.654
me02-106,me02,106,Meowth,Phantasmal Flames,ACE 10,£58.94,Sold 31 Mar 2026,Meowth 106/094 Illustration Rare Phantasmal Flames ACE 10 Perfect Sub Grades,Illustration Rare Phantasmal Flames,Phantasmal Flames,0.654
